Symbol,Name,Sector,Industry,Summary Quote,Exchange
NWS,News Corporation,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/nws,NASDAQ
SLG,SL Green Realty Corp,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/slg,NYSE
TECH,Bio-Techne Corp,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/tech,NASDAQ
AIV,Apartment Investment and Management Company,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aiv,NYSE
TRIP,"TripAdvisor, Inc.",Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/trip,NASDAQ
FBHS,"Fortune Brands Home & Security, Inc.",Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/fbhs,NYSE
RHI,Robert Half International Inc.,Technology,Professional Services,https://www.nasdaq.com/symbol/rhi,NYSE
UHAL,Amerco,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/uhal,NASDAQ
ICLR,ICON plc,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/iclr,NASDAQ
STNE,StoneCo Ltd.,Technology,EDP Services,https://www.nasdaq.com/symbol/stne,NASDAQ
BFAM,Bright Horizons Family Solutions Inc.,Miscellaneous,Other Consumer Services,https://www.nasdaq.com/symbol/bfam,NYSE
MIDD,The Middleby Corporation,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/midd,NASDAQ
JAZZ,Jazz Pharmaceuticals plc,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/jazz,NASDAQ
M,Macy&#39;s Inc,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/m,NYSE
OHI,"Omega Healthcare Investors, Inc.",Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ohi,NYSE
ALK,"Alaska Air Group, Inc.",Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/alk,NYSE
DOX,Amdocs Limited,Technology,EDP Services,https://www.nasdaq.com/symbol/dox,NASDAQ
FTCH,Farfetch Limited,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ftch,NYSE
KIM,Kimco Realty Corporation,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/kim,NYSE
STOR,STORE Capital Corporation,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/stor,NYSE
KAR,"KAR Auction Services, Inc",Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/kar,NYSE
BERY,"Berry Global Group, Inc.",Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/bery,NYSE
MDB,"MongoDB, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mdb,NASDAQ
ARMK,Aramark,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/armk,NYSE
GIL,"Gildan Activewear, Inc.",Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/gil,NYSE
TTC,Toro Company (The),Capital Goods,Tools/Hardware,https://www.nasdaq.com/symbol/ttc,NYSE
CDK,"CDK Global, Inc.",Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cdk,NASDAQ
SCI,Service Corporation International,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/sci,NYSE
HDS,"HD Supply Holdings, Inc.",Consumer Services,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/hds,NASDAQ
USFD,US Foods Holding Corp.,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/usfd,NYSE
KRC,Kilroy Realty Corporation,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/krc,NYSE
BLUE,"bluebird bio, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/blue,NASDAQ
RYAAY,Ryanair Holdings plc,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/ryaay,NASDAQ
NTNX,"Nutanix, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ntnx,NASDAQ
CCK,"Crown Holdings, Inc.",Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/cck,NYSE
RPM,RPM International Inc.,Basic Industries,Paints/Coatings,https://www.nasdaq.com/symbol/rpm,NYSE
OLED,Universal Display Corporation,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/oled,NASDAQ
LN,LINE Corporation,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ln,NYSE
ALB,Albemarle Corporation,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/alb,NYSE
CSL,Carlisle Companies Incorporated,Basic Industries,Specialty Chemicals,https://www.nasdaq.com/symbol/csl,NYSE
HLF,Herbalife Nutrition Ltd.,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/hlf,NYSE
VER,VEREIT Inc.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ver,NYSE
MOH,Molina Healthcare Inc,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/moh,NYSE
POST,"Post Holdings, Inc.",Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/post,NYSE
H,Hyatt Hotels Corporation,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/h,NYSE
FIVE,"Five Below, Inc.",Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/five,NASDAQ
ETSY,"Etsy, Inc.",Miscellaneous,Business Services,https://www.nasdaq.com/symbol/etsy,NASDAQ
ANDX,Andeavor Logistics LP,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/andx,NYSE
ADS,Alliance Data Systems Corporation,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ads,NYSE
ST,Sensata Technologies Holding plc,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/st,NYSE
ANGI,ANGI Homeservices Inc.,Consumer Services,Advertising,https://www.nasdaq.com/symbol/angi,NASDAQ
FICO,Fair Isaac Corporation,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/fico,NYSE
LAMR,Lamar Advertising Company,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/lamr,NASDAQ
BAH,Booz Allen Hamilton Holding Corporation,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/bah,NYSE
HFC,HollyFrontier Corporation,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/hfc,NYSE
ZS,"Zscaler, Inc.",Technology,EDP Services,https://www.nasdaq.com/symbol/zs,NASDAQ
NDSN,Nordson Corporation,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ndsn,NASDAQ
BHC,Bausch Health Companies Inc.,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bhc,NYSE
AZPN,"Aspen Technology, Inc.",Technology,EDP Services,https://www.nasdaq.com/symbol/azpn,NASDAQ
TER,"Teradyne, Inc.",Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/ter,NASDAQ
COTY,Coty Inc.,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/coty,NYSE
BKI,"Black Knight, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bki,NYSE
GGG,Graco Inc.,Capital Goods,Fluid Controls,https://www.nasdaq.com/symbol/ggg,NYSE
GLPI,"Gaming and Leisure Properties, Inc.",Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/glpi,NASDAQ
NNN,National Retail Properties,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nnn,NYSE
WU,Western Union Company (The),Miscellaneous,Business Services,https://www.nasdaq.com/symbol/wu,NYSE
SAGE,"Sage Therapeutics, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sage,NASDAQ
MRNA,"Moderna, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mrna,NASDAQ
SRPT,"Sarepta Therapeutics, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/srpt,NASDAQ
GWRE,"Guidewire Software, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/gwre,NYSE
PSO,"Pearson, Plc",Consumer Services,Books,https://www.nasdaq.com/symbol/pso,NYSE
TYL,"Tyler Technologies, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/tyl,NYSE
WHR,Whirlpool Corporation,Consumer Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/whr,NYSE
PHM,"PulteGroup, Inc.",Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/phm,NYSE
SE,Sea Limited,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/se,NYSE
BWA,BorgWarner Inc.,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/bwa,NYSE
MTN,"Vail Resorts, Inc.",Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/mtn,NYSE
LEVI,Levi Strauss & Co,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/levi,NYSE
WEX,WEX Inc.,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/wex,NYSE
BIO,"Bio-Rad Laboratories, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/bio,NYSE
TDY,Teledyne Technologies Incorporated,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tdy,NYSE
VEDL,Vedanta  Limited,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/vedl,NYSE
NLSN,Nielsen N.V.,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/nlsn,NYSE
IPG,"Interpublic Group of Companies, Inc. (The)",Technology,Advertising,https://www.nasdaq.com/symbol/ipg,NYSE
LEA,Lear Corporation,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/lea,NYSE
WST,"West Pharmaceutical Services, Inc.",Basic Industries,Specialty Chemicals,https://www.nasdaq.com/symbol/wst,NYSE
ACB,Aurora Cannabis Inc.,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/acb,NYSE
AVY,Avery Dennison Corporation,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/avy,NYSE
TPR,"Tapestry, Inc.",Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/tpr,NYSE
MHK,"Mohawk Industries, Inc.",Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/mhk,NYSE
QRVO,"Qorvo, Inc.",Technology,Semiconductors,https://www.nasdaq.com/symbol/qrvo,NASDAQ
VICI,VICI Properties Inc.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/vici,NYSE
HII,"Huntington Ingalls Industries, Inc.",Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/hii,NYSE
IPGP,IPG Photonics Corporation,Technology,Semiconductors,https://www.nasdaq.com/symbol/ipgp,NASDAQ
SPR,"Spirit Aerosystems Holdings, Inc.",Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/spr,NYSE
ALLE,Allegion plc,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/alle,NYSE
ON,ON Semiconductor Corporation,Technology,Semiconductors,https://www.nasdaq.com/symbol/on,NASDAQ
DVA,DaVita Inc.,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/dva,NYSE
SNY,Sanofi,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sny,NASDAQ
ALNY,"Alnylam Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alny,NASDAQ
WLK,Westlake Chemical Corporation,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/wlk,NYSE
IRM,Iron Mountain Incorporated,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/irm,NYSE
ARNC,Arconic Inc.,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/arnc,NYSE
ZEN,"Zendesk, Inc.",Technology,EDP Services,https://www.nasdaq.com/symbol/zen,NYSE
PKG,Packaging Corporation of America,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/pkg,NYSE
MGP,MGM Growth Properties LLC,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mgp,NYSE
AOS,A.O Smith Corporation,Consumer Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/aos,NYSE
SNA,Snap-On Incorporated,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/sna,NYSE
PAGS,PagSeguro Digital Ltd.,Technology,EDP Services,https://www.nasdaq.com/symbol/pags,NYSE
CGNX,Cognex Corporation,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cgnx,NASDAQ
BAK,Braskem S.A.,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/bak,NYSE
RNG,"Ringcentral, Inc.",Technology,EDP Services,https://www.nasdaq.com/symbol/rng,NYSE
LKQ,LKQ Corporation,Consumer Services,Motor Vehicles,https://www.nasdaq.com/symbol/lkq,NASDAQ
WRK,Westrock Company,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/wrk,NYSE
JNPR,"Juniper Networks, Inc.",Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/jnpr,NYSE
FFIV,"F5 Networks, Inc.",Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ffiv,NASDAQ
TTD,"The Trade Desk, Inc.",Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ttd,NASDAQ
LDOS,"Leidos Holdings, Inc.",Technology,EDP Services,https://www.nasdaq.com/symbol/ldos,NYSE
EPAM,"EPAM Systems, Inc.",Technology,EDP Services,https://www.nasdaq.com/symbol/epam,NYSE
SQM,Sociedad Quimica y Minera S.A.,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/sqm,NYSE
HSIC,"Henry Schein, Inc.",Health Care,Medical Specialities,https://www.nasdaq.com/symbol/hsic,NASDAQ
ASX,"ASE Technology Holding Co., Ltd.",Technology,Semiconductors,https://www.nasdaq.com/symbol/asx,NYSE
SJR,Shaw Communications Inc.,Consumer Services,Television Services,https://www.nasdaq.com/symbol/sjr,NYSE
DOCU,"DocuSign, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/docu,NASDAQ
WPM,Wheaton Precious Metals Corp.,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/wpm,NYSE
PVH,PVH Corp.,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/pvh,NYSE
GPS,"Gap, Inc. (The)",Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/gps,NYSE
AEM,Agnico Eagle Mines Limited,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/aem,NYSE
CPT,Camden Property Trust,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cpt,NYSE
FRT,Federal Realty Investment Trust,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/frt,NYSE
CEA,China Eastern Airlines Corporation Ltd.,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/cea,NYSE
CF,"CF Industries Holdings, Inc.",Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/cf,NYSE
MFGP,Micro Focus Intl PLC,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mfgp,NYSE
MOS,Mosaic Company (The),Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/mos,NYSE
CVNA,Carvana Co.,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cvna,NYSE
LW,"Lamb Weston Holdings, Inc.",Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lw,NYSE
TRMB,Trimble Inc.,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/trmb,NASDAQ
RL,Ralph Lauren Corporation,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/rl,NYSE
OTEX,Open Text Corporation,Technology,EDP Services,https://www.nasdaq.com/symbol/otex,NASDAQ
IONS,"Ionis Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ions,NASDAQ
FDS,FactSet Research Systems Inc.,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/fds,NYSE
DBX,"Dropbox, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dbx,NASDAQ
DATA,"Tableau Software, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/data,NYSE
PKI,"PerkinElmer, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/pki,NYSE
ULTI,"The Ultimate Software Group, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ulti,NASDAQ
FMC,FMC Corporation,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/fmc,NYSE
ELS,"Equity Lifestyle Properties, Inc.",Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/els,NYSE
ZNH,China Southern Airlines Company Limited,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/znh,NYSE
SUI,"Sun Communities, Inc.",Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sui,NYSE
NOV,"National Oilwell Varco, Inc.",Energy,Metal Fabrications,https://www.nasdaq.com/symbol/nov,NYSE
WUBA,58.com Inc.,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/wuba,NYSE
TTM,Tata Motors Ltd,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/ttm,NYSE
LII,"Lennox International, Inc.",Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lii,NYSE
ECA,Encana Corporation,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/eca,NYSE
JBHT,"J.B. Hunt Transport Services, Inc.",Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/jbht,NASDAQ
TTWO,"Take-Two Interactive Software, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ttwo,NASDAQ
STE,STERIS plc,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ste,NYSE
PTC,PTC Inc.,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ptc,NASDAQ
JEC,Jacobs Engineering Group Inc.,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/jec,NYSE
URI,"United Rentals, Inc.",Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/uri,NYSE
SGEN,"Seattle Genetics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/sgen,NASDAQ
DRE,Duke Realty Corporation,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dre,NYSE
EMN,Eastman Chemical Company,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/emn,NYSE
NVR,"NVR, Inc.",Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/nvr,NYSE
FTI,TechnipFMC plc,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/fti,NYSE
DPZ,Domino&#39;s Pizza Inc,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/dpz,NYSE
COG,Cabot Oil & Gas Corporation,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cog,NYSE
DXCM,"DexCom, Inc.",Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/dxcm,NASDAQ
REG,Regency Centers Corporation,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/reg,NASDAQ
MAS,Masco Corporation,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/mas,NYSE
XRAY,DENTSPLY SIRONA Inc.,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/xray,NASDAQ
JKHY,"Jack Henry & Associates, Inc.",Technology,EDP Services,https://www.nasdaq.com/symbol/jkhy,NASDAQ
BURL,"Burlington Stores, Inc.",Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/burl,NYSE
OKTA,"Okta, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/okta,NASDAQ
AES,The AES Corporation,Basic Industries,Electric Utilities: Central,https://www.nasdaq.com/symbol/aes,NYSE
BIP,Brookfield Infrastructure Partners LP,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/bip,NYSE
TI,Telecom Italia S.P.A.,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/ti,NYSE
SNAP,Snap Inc.,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/snap,NYSE
CPB,Campbell Soup Company,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/cpb,NYSE
PAYC,"Paycom Software, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/payc,NYSE
UBNT,"Ubiquiti Networks, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/ubnt,NASDAQ
UHS,"Universal Health Services, Inc.",Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/uhs,NYSE
KSS,Kohl&#39;s Corporation,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/kss,NYSE
IEX,IDEX Corporation,Capital Goods,Fluid Controls,https://www.nasdaq.com/symbol/iex,NYSE
IHG,Intercontinental Hotels Group,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/ihg,NYSE
WAB,Westinghouse Air Brake Technologies Corporation,Capital Goods,Railroads,https://www.nasdaq.com/symbol/wab,NYSE
YNDX,Yandex N.V.,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/yndx,NASDAQ
ELAN,Elanco Animal Health Incorporated,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/elan,NYSE
CHRW,"C.H. Robinson Worldwide, Inc.",Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/chrw,NASDAQ
VAR,"Varian Medical Systems, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/var,NYSE
AAP,Advance Auto Parts Inc,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/aap,NYSE
EXAS,Exact Sciences Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exas,NASDAQ
CVE,Cenovus Energy Inc,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cve,NYSE
ZBRA,Zebra Technologies Corporation,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/zbra,NASDAQ
ABMD,"ABIOMED, Inc.",Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/abmd,NASDAQ
MAA,"Mid-America Apartment Communities, Inc.",Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/maa,NYSE
APA,Apache Corporation,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/apa,NYSE
ODFL,"Old Dominion Freight Line, Inc.",Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/odfl,NASDAQ
KSU,Kansas City Southern,Transportation,Railroads,https://www.nasdaq.com/symbol/ksu,NYSE
TXT,Textron Inc.,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/txt,NYSE
STX,Seagate Technology PLC,Technology,Electronic Components,https://www.nasdaq.com/symbol/stx,NASDAQ
UDR,"UDR, Inc.",Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/udr,NYSE
TSCO,Tractor Supply Company,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/tsco,NASDAQ
DGX,Quest Diagnostics Incorporated,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/dgx,NYSE
AKAM,"Akamai Technologies, Inc.",Miscellaneous,Business Services,https://www.nasdaq.com/symbol/akam,NASDAQ
HAS,"Hasbro, Inc.",Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/has,NASDAQ
KMX,CarMax Inc,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/kmx,NYSE
TFX,Teleflex Incorporated,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tfx,NYSE
TIF,Tiffany & Co.,Consumer Services,Consumer Specialties,https://www.nasdaq.com/symbol/tif,NYSE
NBL,Noble Energy Inc.,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/nbl,NYSE
ATHM,Autohome Inc.,Technology,EDP Services,https://www.nasdaq.com/symbol/athm,NYSE
EXR,Extra Space Storage Inc,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/exr,NYSE
TECK,Teck Resources Ltd,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/teck,NYSE
HOLX,"Hologic, Inc.",Health Care,Medical Electronics,https://www.nasdaq.com/symbol/holx,NASDAQ
FNV,Franco-Nevada Corporation,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/fnv,NYSE
KOF,Coca Cola Femsa S.A.B. de C.V.,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/kof,NYSE
CTXS,"Citrix Systems, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ctxs,NASDAQ
VNO,Vornado Realty Trust,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/vno,NYSE
WCG,"WellCare Health Plans, Inc.",Health Care,Medical Specialities,https://www.nasdaq.com/symbol/wcg,NYSE
MLM,"Martin Marietta Materials, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/mlm,NYSE
WPC,W.P. Carey Inc.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/wpc,NYSE
EXPD,"Expeditors International of Washington, Inc.",Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/expd,NASDAQ
BR,"Broadridge Financial Solutions, Inc.",Miscellaneous,Business Services,https://www.nasdaq.com/symbol/br,NYSE
TAP,Molson Coors Brewing  Company,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/tap,NYSE
CE,Celanese Corporation,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ce,NYSE
HEI,Heico Corporation,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/hei,NYSE
MYL,Mylan N.V.,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/myl,NASDAQ
SJM,J.M. Smucker Company (The),Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/sjm,NYSE
MMP,Magellan Midstream Partners L.P.,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/mmp,NYSE
LYV,"Live Nation Entertainment, Inc.",Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/lyv,NYSE
DOV,Dover Corporation,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dov,NYSE
W,Wayfair Inc.,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/w,NYSE
CAH,"Cardinal Health, Inc.",Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/cah,NYSE
HST,"Host Hotels & Resorts, Inc.",Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hst,NYSE
COO,"The Cooper Companies, Inc. ",Health Care,Ophthalmic Goods,https://www.nasdaq.com/symbol/coo,NYSE
